Text,Speaker,Start Time,End Time
How are we? Gonna I think we should just go,joanna lyter,00:09:58.180,00:10:01.340
sort of here and then just go down and down.,joanna lyter,00:10:01.520,00:10:04.970
"Yeah. But you know, we gotta make a perfect circle.",joanna lyter,00:10:05.390,00:10:07.859
Right? I ended in the house.,joanna lyter,00:10:11.110,00:10:13.690
"hey? Really not go down. Okay. You just tell me when to go. Say, count one.",joanna lyter,00:10:14.710,00:10:20.089
"So. Oh, let's make squares. Oh, yeah.",joanna lyter,00:10:20.510,00:10:26.010
let's deviate from the plan.,joanna lyter,00:10:27.070,00:10:28.970
"Oh, and then go down halfway.",joanna lyter,00:10:29.550,00:10:35.030
That's me,joanna lyter,00:10:38.270,00:10:39.470
"we'll do like, and it will cross, and then I'll go back to stop, and I'll go to the middle. And now you go that way, and then what that way.",joanna lyter,00:10:41.930,00:10:48.970
and then back the other way,joanna lyter,00:10:49.510,00:10:50.970
"and go up. It's so exciting. Yeah, go up. Hang on!",joanna lyter,00:10:51.290,00:10:56.070
There you go! That's 1 window. Now now go across log. Right now.,joanna lyter,00:10:58.480,00:11:05.480
I'll go back up to the middle. Shall I? No. Are you gonna go. You do use square. Then,joanna lyter,00:11:10.100,00:11:14.589
should I go up? Go up,joanna lyter,00:11:15.670,00:11:17.199
no longer. Down,joanna lyter,00:11:20.360,00:11:21.609
"now go up, you sure. Yeah. Oh, nice.",joanna lyter,00:11:26.430,00:11:31.450
"Now go now. Go to the middle, go down to the middle.",joanna lyter,00:11:31.620,00:11:34.629
Oh.,joanna lyter,00:11:37.700,00:11:38.195
"that's not bad, though, is it? I mean, it's not great. Should we start again? Let's do another one. Okay.",joanna lyter,00:11:41.040,00:11:47.399
"okay, how do you get it? Right? Let me start. Let me start.",joanna lyter,00:11:48.520,00:11:53.099
I think it just starts where you leave it.,joanna lyter,00:11:55.260,00:11:57.590
Yeah. Oh.,joanna lyter,00:11:58.700,00:11:59.846
"okay, we can start like the rooftop thing from here. Okay.",joanna lyter,00:12:05.220,00:12:11.020
we can make a small plan.,joanna lyter,00:12:11.620,00:12:14.460
"Okay. Now go down, stop.",joanna lyter,00:12:16.740,00:12:19.220
"go up, stop!",joanna lyter,00:12:22.340,00:12:26.200
Do I? Count?,joanna lyter,00:12:27.650,00:12:28.650
Stop!,joanna lyter,00:12:29.850,00:12:30.630
"Oh, we've got you like, a, yeah.",joanna lyter,00:12:34.720,00:12:38.280
"Okay, so that's the 8 min up.",Chloe Bilverstone,00:12:38.480,00:12:40.489
Okay.,joanna lyter,00:12:40.920,00:12:41.580
So I'll stop recording now. Stop.,Chloe Bilverstone,00:12:41.580,00:12:44.920
