Text,Speaker,Start Time,End Time
That's fine.,Unknown,00:01:43.340,00:01:43.940
Okay.,Unknown,00:01:44.220,00:01:44.460
And you'd like to take part in the study?,Unknown,00:01:44.500,00:01:46.220
Yeah.,Unknown,00:01:46.460,00:01:46.780
Yeah.,Unknown,00:01:47.020,00:01:47.540
Perfect.,Unknown,00:01:48.020,00:01:48.620
Thank you so much.,Unknown,00:01:48.620,00:01:49.700
I'll stop sharing.,Unknown,00:01:49.740,00:01:50.940
All right.,Unknown,00:01:51.740,00:01:52.420
"Um, so for the game, I'm going to send you",Unknown,00:01:52.740,00:01:54.660
a quick link here in the zoom chat.,Unknown,00:01:54.660,00:01:56.980
"Um, and if you could click on the link and",Unknown,00:01:57.780,00:02:01.990
"open it and then, um, share your screen with me.",Unknown,00:02:01.990,00:02:06.910
If you just give me one second.,Unknown,00:02:07.350,00:02:08.750
Sorry.,Unknown,00:02:08.750,00:02:09.429
Alright.,Unknown,00:02:32.870,00:02:33.950
So you should see a link pop up now in,Unknown,00:02:37.910,00:02:41.270
the.,Unknown,00:02:41.270,00:02:41.670
Yeah.,Unknown,00:02:42.470,00:02:42.950
Chat.,Unknown,00:02:43.190,00:02:43.910
Board.,Unknown,00:02:48.310,00:02:48.710
Okay.,Unknown,00:02:48.750,00:02:49.110
Yeah.,Unknown,00:02:49.110,00:02:49.590
Is that coming up?,Unknown,00:02:50.790,00:02:51.710
Okay.,Unknown,00:02:51.710,00:02:52.230
Um.,Unknown,00:02:52.310,00:02:52.790
And are you able to share your screen with me?,Unknown,00:02:53.030,00:02:56.470
If it's.,Unknown,00:03:01.490,00:03:02.130
I think I've given you permission to share screen.,Unknown,00:03:02.130,00:03:04.810
Yeah.,Unknown,00:03:07.530,00:03:07.850
That's perfect.,Unknown,00:03:07.850,00:03:08.970
"All right, so for this game, um, it makes the",Unknown,00:03:09.930,00:03:14.410
"most sense if Charlie, if you sit on the left",Unknown,00:03:14.410,00:03:17.410
"of your mom, which I think you are mirrored.",Unknown,00:03:17.410,00:03:19.730
So I think you are.,Unknown,00:03:19.730,00:03:20.690
Um.,Unknown,00:03:22.010,00:03:22.730
And.,Unknown,00:03:23.330,00:03:23.930
"Yeah, now that, uh, it's set up, this is called",Unknown,00:03:24.930,00:03:27.450
an etch a sketch.,Unknown,00:03:27.450,00:03:28.170
Are either of you familiar with this game?,Unknown,00:03:28.210,00:03:30.090
You might have played it when you were younger.,Unknown,00:03:30.090,00:03:31.850
"Um, but the physical version.",Unknown,00:03:31.890,00:03:33.290
Yeah.,Unknown,00:03:34.250,00:03:34.770
Yeah.,Unknown,00:03:34.810,00:03:35.370
Okay.,Unknown,00:03:35.530,00:03:35.890
Nice.,Unknown,00:03:35.930,00:03:36.250
That's great.,Unknown,00:03:36.250,00:03:37.090
"Um, okay, so for today's, uh, rules is, you see",Unknown,00:03:37.370,00:03:41.370
"a little picture of a house on the left side,",Unknown,00:03:41.370,00:03:43.370
or it might be on your right side.,Unknown,00:03:43.370,00:03:44.650
Yeah.,Unknown,00:03:45.250,00:03:45.690
And the goal is for you guys to copy the,Unknown,00:03:46.010,00:03:47.690
picture of the house onto the etch A sketch.,Unknown,00:03:47.690,00:03:49.890
"Um, however, to make it a little bit more exciting,",Unknown,00:03:50.530,00:03:53.490
"um, mom, you can draw lines only on the vertical.",Unknown,00:03:53.770,00:03:56.850
So on your keyboard you use O.,Unknown,00:03:57.210,00:04:00.910
You can use O and M keys.,Unknown,00:04:02.070,00:04:04.550
So the O and the M is for Mum and,Unknown,00:04:04.870,00:04:07.950
Charlie.,Unknown,00:04:07.950,00:04:08.390
You can use A and B keys to make horizontal,Unknown,00:04:08.390,00:04:11.750
lines.,Unknown,00:04:11.750,00:04:12.390
Okay.,Unknown,00:04:13.550,00:04:13.870
Okay.,Unknown,00:04:13.910,00:04:14.230
You guys are going to try to copy the picture,Unknown,00:04:14.590,00:04:16.310
of the house.,Unknown,00:04:16.310,00:04:17.030
However you're not allowed to touch each other's keys.,Unknown,00:04:17.030,00:04:19.950
Okay.,Unknown,00:04:20.590,00:04:21.070
"So you really have to, you know, collaborate on the",Unknown,00:04:22.109,00:04:25.910
picture.,Unknown,00:04:25.910,00:04:26.590
"Um, and you have eight minutes altogether.",Unknown,00:04:27.470,00:04:29.150
So I'm going to mute myself and hide my video.,Unknown,00:04:29.150,00:04:31.230
So I'm not disturbing you during the task.,Unknown,00:04:31.230,00:04:33.390
"And I'll set a timer, and I'll just let you",Unknown,00:04:33.390,00:04:35.270
know when you're finished.,Unknown,00:04:35.270,00:04:37.110
"Um, and I think that's everything on my side.",Unknown,00:04:38.110,00:04:42.350
Is that clear for both of you?,Unknown,00:04:42.350,00:04:43.910
Yeah.,Unknown,00:04:44.230,00:04:44.790
Okay.,Unknown,00:04:45.270,00:04:45.630
Perfect.,Unknown,00:04:45.670,00:04:46.350
Can we just.,Unknown,00:04:46.390,00:04:46.790
Do we need to move the the cursor into the,Unknown,00:04:46.830,00:04:49.190
"etch-a-sketch middle or, um.",Unknown,00:04:49.550,00:04:51.350
"No, that's all right.",Unknown,00:04:51.390,00:04:52.430
Okay.,Unknown,00:04:52.630,00:04:53.270
All right.,Unknown,00:04:53.750,00:04:54.550
I wish you the best of luck.,Unknown,00:04:54.790,00:04:56.830
I'm going to hide myself now and I'll speak to,Unknown,00:04:56.870,00:04:59.490
you afterwards.,Unknown,00:04:59.490,00:05:00.450
Okay?,Unknown,00:05:01.650,00:05:02.090
"Right, right.",Unknown,00:05:02.730,00:05:03.610
So I've got to start for the.,Unknown,00:05:03.610,00:05:05.330
Okay.,Unknown,00:05:05.610,00:05:05.890
That's in the middle.,Unknown,00:05:05.890,00:05:06.850
Should we make the door.,Unknown,00:05:08.130,00:05:09.490
Mat as well since you're in the middle.,Unknown,00:05:09.970,00:05:11.370
Right.,Unknown,00:05:11.610,00:05:11.890
So I've got a line.,Unknown,00:05:11.890,00:05:12.650
"Can you go down, please?",Unknown,00:05:12.650,00:05:13.930
"Oh, Christ.",Unknown,00:05:14.050,00:05:15.010
Yeah.,Unknown,00:05:15.930,00:05:16.490
And I guess we could do the bottom now.,Unknown,00:05:16.850,00:05:18.930
Then come back and do.,Unknown,00:05:18.930,00:05:19.810
So if I go.,Unknown,00:05:19.850,00:05:20.450
Up.,Unknown,00:05:20.450,00:05:20.890
"Uh, no.",Unknown,00:05:21.210,00:05:21.530
It's fine.,Unknown,00:05:21.530,00:05:21.850
I'll do the bottom of the house.,Unknown,00:05:21.850,00:05:23.410
And then.,Unknown,00:05:25.970,00:05:26.330
"Wait, wait, wait.",Unknown,00:05:26.530,00:05:27.250
"Okay, bring that guy.",Unknown,00:05:28.890,00:05:30.370
Bring it back down.,Unknown,00:05:31.170,00:05:32.170
Right.,Unknown,00:05:33.370,00:05:33.930
Dan?,Unknown,00:05:33.970,00:05:34.530
Okay.,Unknown,00:05:34.730,00:05:35.290
Okay.,Unknown,00:05:35.810,00:05:36.130
"Now, now you can go up and do the side",Unknown,00:05:36.170,00:05:37.730
of the house.,Unknown,00:05:37.730,00:05:38.490
And now we'll do the full square.,Unknown,00:05:41.090,00:05:43.170
Then we'll go back and finish the door.,Unknown,00:05:43.210,00:05:44.810
Guess.,Unknown,00:05:45.970,00:05:46.290
"Oh that's fine, don't worry.",Unknown,00:05:46.290,00:05:48.650
Okay.,Unknown,00:05:50.010,00:05:50.570
"And, uh, so now we could go back and do",Unknown,00:05:50.730,00:05:53.850
"the door go up, please.",Unknown,00:05:53.850,00:05:56.050
Right.,Unknown,00:06:00.340,00:06:00.620
Right.,Unknown,00:06:00.660,00:06:01.100
"And now go down again, please.",Unknown,00:06:01.140,00:06:04.380
Okay.,Unknown,00:06:04.900,00:06:05.340
Right.,Unknown,00:06:05.460,00:06:05.860
"Now, we could go to the roof.",Unknown,00:06:05.900,00:06:07.420
"All right, so we need to click it at the",Unknown,00:06:12.180,00:06:13.580
same time.,Unknown,00:06:13.580,00:06:14.460
Now go.,Unknown,00:06:14.700,00:06:15.540
Oh.,Unknown,00:06:16.420,00:06:16.820
"No no, no.",Unknown,00:06:17.580,00:06:17.900
You need.,Unknown,00:06:18.100,00:06:18.420
Okay.,Unknown,00:06:18.460,00:06:19.060
"Okay, let's go back down and I'll tell you when",Unknown,00:06:19.100,00:06:21.140
to go.,Unknown,00:06:21.140,00:06:21.620
Okay.,Unknown,00:06:22.220,00:06:22.900
Right.,Unknown,00:06:23.180,00:06:23.700
Three.,Unknown,00:06:23.740,00:06:24.380
Two.,Unknown,00:06:24.900,00:06:25.340
One.,Unknown,00:06:25.660,00:06:26.220
Go!,Unknown,00:06:26.500,00:06:26.900
Okay.,Unknown,00:06:27.660,00:06:28.220
Yeah.,Unknown,00:06:28.620,00:06:28.820
And I guess we could just bring it back down.,Unknown,00:06:28.860,00:06:30.420
"Oh, you know, it's supposed to be pointy, isn't it?",Unknown,00:06:30.460,00:06:32.340
"Um, I think we made it too big.",Unknown,00:06:33.180,00:06:34.980
"The new button should let us reset it, and then",Unknown,00:06:35.340,00:06:37.900
we could start again.,Unknown,00:06:37.900,00:06:38.940
Okay.,Unknown,00:06:38.980,00:06:39.500
Okay.,Unknown,00:06:39.940,00:06:40.340
Yeah.,Unknown,00:06:40.380,00:06:40.740
Go ahead.,Unknown,00:06:40.780,00:06:41.180
Yeah.,Unknown,00:06:41.220,00:06:41.340
So it starts in the middle.,Unknown,00:06:41.380,00:06:42.580
So let's go horizontal and do the door.,Unknown,00:06:42.620,00:06:45.060
Oh.,Unknown,00:06:45.180,00:06:45.580
"Oh, that's right at the top.",Unknown,00:06:45.820,00:06:46.940
Okay.,Unknown,00:06:46.980,00:06:47.500
Let's go down.,Unknown,00:06:47.940,00:06:48.740
Okay.,Unknown,00:06:49.140,00:06:49.540
Down.,Unknown,00:06:49.580,00:06:50.060
Yeah.,Unknown,00:06:50.540,00:06:51.060
All the way down.,Unknown,00:06:51.340,00:06:52.100
It's too far now.,Unknown,00:06:53.220,00:06:54.260
No.,Unknown,00:06:54.780,00:06:54.980
It's fine.,Unknown,00:06:54.980,00:06:55.380
We start the button.,Unknown,00:06:55.480,00:06:56.880
Right.,Unknown,00:06:57.240,00:06:57.520
Should we start with the house?,Unknown,00:06:57.560,00:06:58.720
"Oh, I see, I see where it is.",Unknown,00:06:58.760,00:07:00.080
Yeah.,Unknown,00:07:00.080,00:07:00.280
Okay.,Unknown,00:07:00.320,00:07:00.560
Sorry.,Unknown,00:07:00.600,00:07:01.040
Bring it.,Unknown,00:07:01.200,00:07:01.520
Up.,Unknown,00:07:01.520,00:07:01.880
All right.,Unknown,00:07:02.440,00:07:03.000
Okay.,Unknown,00:07:04.480,00:07:05.000
"Now we could start, like, a smaller house shape so",Unknown,00:07:05.160,00:07:07.680
we don't overshoot.,Unknown,00:07:07.680,00:07:08.880
Ooh.,Unknown,00:07:08.920,00:07:09.320
What's going on there?,Unknown,00:07:09.560,00:07:10.600
"Up, up.",Unknown,00:07:10.640,00:07:12.360
Okay.,Unknown,00:07:13.720,00:07:14.280
Across and down again.,Unknown,00:07:14.880,00:07:17.840
Okay.,Unknown,00:07:18.880,00:07:19.280
"Oh, you're doing a really small house.",Unknown,00:07:19.320,00:07:20.960
"Well, yeah, because if it fits in, then it works.",Unknown,00:07:21.120,00:07:24.080
Okay.,Unknown,00:07:24.440,00:07:24.720
Up.,Unknown,00:07:24.760,00:07:25.200
Yeah.,Unknown,00:07:25.400,00:07:25.880
Thank you.,Unknown,00:07:26.600,00:07:27.280
Down.,Unknown,00:07:27.880,00:07:28.360
Yeah.,Unknown,00:07:29.440,00:07:30.040
Right.,Unknown,00:07:30.080,00:07:30.680
Uh.,Unknown,00:07:31.040,00:07:31.480
Oops.,Unknown,00:07:31.760,00:07:32.440
Right now.,Unknown,00:07:34.800,00:07:35.600
Three.,Unknown,00:07:36.360,00:07:36.920
Which way.,Unknown,00:07:37.320,00:07:37.920
Up.,Unknown,00:07:38.040,00:07:38.440
Mum.,Unknown,00:07:38.640,00:07:39.120
"Oh, shit.",Unknown,00:07:39.560,00:07:40.400
"Okay, go back to go back down.",Unknown,00:07:40.480,00:07:43.960
Now we click it.,Unknown,00:07:45.920,00:07:47.000
Go through it.,Unknown,00:07:47.000,00:07:47.800
Can we know?,Unknown,00:07:47.840,00:07:48.440
Can we go back?,Unknown,00:07:48.440,00:07:49.440
"Okay, try.",Unknown,00:07:49.600,00:07:50.560
Can we count on it too?,Unknown,00:07:50.920,00:07:52.920
Come on.,Unknown,00:07:53.760,00:07:54.280
Oh.,Unknown,00:07:55.140,00:07:55.420
Okay.,Unknown,00:07:56.060,00:07:56.660
"Oh, no.",Unknown,00:07:56.820,00:07:57.540
"It's fine, it's fine, it's fine.",Unknown,00:07:57.540,00:07:58.620
"We can work with this, I guess.",Unknown,00:07:58.940,00:08:00.500
Right.,Unknown,00:08:00.540,00:08:00.860
"Now, can we go now?",Unknown,00:08:00.900,00:08:02.220
Click to go back down.,Unknown,00:08:02.220,00:08:03.500
Three.,Unknown,00:08:03.540,00:08:03.780
Can we count on it?,Unknown,00:08:03.820,00:08:04.620
Three.,Unknown,00:08:04.660,00:08:05.180
Two.,Unknown,00:08:05.380,00:08:05.820
One.,Unknown,00:08:06.300,00:08:06.940
Go.,Unknown,00:08:07.260,00:08:07.740
Oh okay.,Unknown,00:08:08.220,00:08:09.020
I appreciate that kind of works.,Unknown,00:08:09.060,00:08:10.820
Okay.,Unknown,00:08:11.180,00:08:11.420
Let's do the chimney now.,Unknown,00:08:11.420,00:08:12.620
So go back up and just keep going up.,Unknown,00:08:12.940,00:08:16.140
Oh no.,Unknown,00:08:16.140,00:08:17.420
Because you need to go in the chimney.,Unknown,00:08:17.420,00:08:19.220
Needs to be a bit more okay.,Unknown,00:08:19.220,00:08:20.940
Now go now.,Unknown,00:08:20.940,00:08:21.580
Go up.,Unknown,00:08:21.580,00:08:22.020
Okay.,Unknown,00:08:22.740,00:08:23.340
Nice.,Unknown,00:08:23.660,00:08:24.020
Oh.,Unknown,00:08:24.220,00:08:24.500
Whoa.,Unknown,00:08:24.620,00:08:25.020
Got back a bit down.,Unknown,00:08:25.300,00:08:27.660
That's it.,Unknown,00:08:28.100,00:08:28.740
All right.,Unknown,00:08:28.980,00:08:29.580
"Jemmy, do not look like that.",Unknown,00:08:29.860,00:08:31.660
How's that either?,Unknown,00:08:32.940,00:08:34.460
"Okay, okay.",Unknown,00:08:34.700,00:08:35.539
"Now, um, okay, I'm at three, two, one.",Unknown,00:08:35.780,00:08:40.979
Oh.,Unknown,00:08:42.099,00:08:42.460
Okay.,Unknown,00:08:42.820,00:08:43.260
Now let's do the windows.,Unknown,00:08:43.300,00:08:44.580
So let's do a cross in the middle.,Unknown,00:08:45.300,00:08:48.380
Now go up and down.,Unknown,00:08:48.420,00:08:49.620
Okay.,Unknown,00:08:49.860,00:08:50.460
Up and down.,Unknown,00:08:50.500,00:08:52.180
Down.,Unknown,00:08:52.220,00:08:52.740
And so first click O and D at the same,Unknown,00:08:53.260,00:08:57.710
time.,Unknown,00:08:57.710,00:08:57.950
Very short.,Unknown,00:08:57.950,00:08:58.790
Okay.,Unknown,00:08:58.830,00:08:59.470
321.,Unknown,00:08:59.510,00:09:01.310
Go.,Unknown,00:09:01.470,00:09:01.910
Oh okay.,Unknown,00:09:02.350,00:09:03.470
Click for me please.,Unknown,00:09:04.030,00:09:05.590
Okay.,Unknown,00:09:10.990,00:09:11.870
"Um, should we bring it back to the.",Unknown,00:09:12.870,00:09:15.590
Yeah.,Unknown,00:09:15.630,00:09:15.790
Bring it up a little bit.,Unknown,00:09:15.830,00:09:16.870
Okay.,Unknown,00:09:18.310,00:09:18.790
So three.,Unknown,00:09:18.790,00:09:19.870
Two.,Unknown,00:09:20.350,00:09:20.510
Which 1 a.m. I doing?,Unknown,00:09:20.550,00:09:21.430
"Oh, yeah.",Unknown,00:09:21.470,00:09:24.390
Three.,Unknown,00:09:24.430,00:09:24.990
Two.,Unknown,00:09:25.310,00:09:25.750
One.,Unknown,00:09:26.310,00:09:26.830
Go!,Unknown,00:09:27.030,00:09:27.430
I didn't click it.,Unknown,00:09:28.070,00:09:28.950
That was my that.,Unknown,00:09:28.950,00:09:29.670
Bring it back down.,Unknown,00:09:30.110,00:09:30.910
Mm.,Unknown,00:09:31.670,00:09:32.070
Okay.,Unknown,00:09:32.950,00:09:33.110
All the way down.,Unknown,00:09:33.150,00:09:33.870
"Uh, just let's click, um.",Unknown,00:09:34.270,00:09:36.590
This time.,Unknown,00:09:36.630,00:09:37.230
Okay.,Unknown,00:09:37.430,00:09:37.710
Three.,Unknown,00:09:37.750,00:09:38.230
Two.,Unknown,00:09:38.430,00:09:38.870
One.,Unknown,00:09:39.030,00:09:39.550
Go.,Unknown,00:09:39.670,00:09:40.150
Go!,Unknown,00:09:40.350,00:09:40.550
"Oh, I keep picking at the wrong time.",Unknown,00:09:40.590,00:09:42.870
Okay.,Unknown,00:09:43.430,00:09:44.230
Yeah.,Unknown,00:09:44.950,00:09:45.470
Should we try the other side?,Unknown,00:09:45.510,00:09:46.750
Yeah.,Unknown,00:09:46.790,00:09:47.310
"I don't think that's going to be any easier, though.",Unknown,00:09:47.510,00:09:49.510
Yeah.,Unknown,00:09:49.670,00:09:50.150
Right.,Unknown,00:09:50.870,00:09:51.190
So let's bring it up.,Unknown,00:09:51.190,00:09:52.270
Okay.,Unknown,00:09:53.210,00:09:53.890
Back down a little bit so I can do a,Unknown,00:09:56.930,00:09:58.410
cross okay.,Unknown,00:09:58.410,00:09:59.770
Right.,Unknown,00:10:00.170,00:10:00.610
So now when I click oh I mean when I,Unknown,00:10:00.610,00:10:03.890
click a you're going to click.,Unknown,00:10:03.930,00:10:05.290
Oh.,Unknown,00:10:05.290,00:10:05.690
So we could build like the top right.,Unknown,00:10:05.890,00:10:08.410
Okay.,Unknown,00:10:08.690,00:10:09.130
So 321 go oh oh we almost.,Unknown,00:10:09.170,00:10:13.570
Almost.,Unknown,00:10:14.250,00:10:14.570
Did it.,Unknown,00:10:14.570,00:10:14.890
That's close enough okay.,Unknown,00:10:14.930,00:10:16.010
Let's bring it down a bit.,Unknown,00:10:16.010,00:10:17.170
There we go.,Unknown,00:10:17.450,00:10:18.130
Go on the opposite 321 wait.,Unknown,00:10:18.170,00:10:21.050
Oh okay.,Unknown,00:10:21.050,00:10:22.570
And then we go back and then down.,Unknown,00:10:22.610,00:10:24.490
And then.,Unknown,00:10:24.690,00:10:25.370
Go okay.,Unknown,00:10:25.770,00:10:27.530
Now I'm going to click D.,Unknown,00:10:27.530,00:10:29.250
You're going to click on 321 go.,Unknown,00:10:29.570,00:10:33.570
Oh now the same thing.,Unknown,00:10:33.930,00:10:35.970
Yeah yeah.,Unknown,00:10:36.330,00:10:37.450
321 go.,Unknown,00:10:37.850,00:10:40.290
Okay.,Unknown,00:10:41.690,00:10:42.410
Uh bring it up.,Unknown,00:10:42.810,00:10:43.770
Right.,Unknown,00:10:49.210,00:10:49.890
Have we done it?,Unknown,00:10:50.050,00:10:50.930
That looks terrible.,Unknown,00:10:51.170,00:10:52.130
Can we do it again?,Unknown,00:10:52.130,00:10:53.190
"I mean, we can try.",Unknown,00:10:53.350,00:10:54.830
How long do we have?,Unknown,00:10:54.870,00:10:56.430
I don't know.,Unknown,00:10:56.510,00:10:57.150
"But we drew the outline very quickly, so I think",Unknown,00:10:58.350,00:11:00.830
it's just a matter of.,Unknown,00:11:00.830,00:11:02.030
Let's try again.,Unknown,00:11:02.990,00:11:03.790
Okay.,Unknown,00:11:03.830,00:11:04.110
Sure.,Unknown,00:11:04.150,00:11:04.390
We got time.,Unknown,00:11:04.390,00:11:05.030
Okay.,Unknown,00:11:07.110,00:11:07.550
Yeah.,Unknown,00:11:07.590,00:11:08.110
So this time.,Unknown,00:11:08.310,00:11:09.230
"Wait, let me let me just draw a line to,",Unknown,00:11:09.270,00:11:11.230
"like, where we should be starting from.",Unknown,00:11:11.270,00:11:12.910
Do we have those?,Unknown,00:11:13.070,00:11:13.710
"Can you bring it down, please?",Unknown,00:11:15.310,00:11:16.870
That's fine.,Unknown,00:11:19.870,00:11:20.430
Okay.,Unknown,00:11:20.470,00:11:21.070
Yeah.,Unknown,00:11:21.510,00:11:21.750
We should stop that.,Unknown,00:11:21.750,00:11:22.830
So I'll stop my line.,Unknown,00:11:22.830,00:11:24.030
Okay.,Unknown,00:11:24.270,00:11:25.030
Now up.,Unknown,00:11:25.950,00:11:26.750
I'm doing the outline here.,Unknown,00:11:27.870,00:11:28.830
Yeah.,Unknown,00:11:28.870,00:11:29.270
No.,Unknown,00:11:30.910,00:11:31.470
I'm done.,Unknown,00:11:33.590,00:11:34.310
Nasty with blow.,Unknown,00:11:37.670,00:11:39.110
Up.,Unknown,00:11:40.670,00:11:41.190
Oh.,Unknown,00:11:43.710,00:11:43.990
That's fine.,Unknown,00:11:46.110,00:11:46.710
Now go left up.,Unknown,00:11:47.230,00:11:49.830
I'll see you.,Unknown,00:11:50.950,00:11:51.590
Okay.,Unknown,00:11:52.410,00:11:53.010
Now.,Unknown,00:11:53.050,00:11:53.450
Now.,Unknown,00:11:53.650,00:11:54.130
"Three, two.",Unknown,00:11:54.170,00:11:55.730
Wait.,Unknown,00:11:55.770,00:11:55.970
I'm going to say stop.,Unknown,00:11:55.970,00:11:56.890
Stop.,Unknown,00:11:57.450,00:11:57.850
And I'm around the middle.,Unknown,00:11:57.890,00:11:59.330
Oh!,Unknown,00:11:59.370,00:11:59.770
Three.,Unknown,00:12:00.130,00:12:00.730
Two.,Unknown,00:12:01.050,00:12:01.490
One.,Unknown,00:12:02.130,00:12:02.690
Go!,Unknown,00:12:02.730,00:12:03.170
"Okay, now let's do the opposite.",Unknown,00:12:04.250,00:12:06.290
Three.,Unknown,00:12:06.530,00:12:07.170
Two.,Unknown,00:12:07.610,00:12:08.050
One.,Unknown,00:12:08.330,00:12:08.850
Go!,Unknown,00:12:09.130,00:12:09.530
Okay.,Unknown,00:12:10.010,00:12:10.490
Yeah.,Unknown,00:12:10.610,00:12:10.930
Yeah.,Unknown,00:12:10.970,00:12:11.250
Good.,Unknown,00:12:11.290,00:12:11.850
"Now, chimney.",Unknown,00:12:11.970,00:12:12.890
We've got a perfect spot.,Unknown,00:12:12.890,00:12:13.810
The flat spot could be the chimney.,Unknown,00:12:13.850,00:12:15.130
Yeah.,Unknown,00:12:15.170,00:12:15.330
They'll go up.,Unknown,00:12:15.490,00:12:16.130
And then.,Unknown,00:12:18.570,00:12:18.930
Across.,Unknown,00:12:18.930,00:12:19.410
Yeah.,Unknown,00:12:19.450,00:12:20.010
"Oh, that's too big.",Unknown,00:12:20.290,00:12:21.410
Get back a bit.,Unknown,00:12:21.610,00:12:22.370
Yeah.,Unknown,00:12:23.450,00:12:23.810
That's me.,Unknown,00:12:25.090,00:12:25.770
That's fine.,Unknown,00:12:26.330,00:12:27.090
That's fine.,Unknown,00:12:27.250,00:12:27.690
"Okay, let's go down.",Unknown,00:12:27.730,00:12:29.050
Just keep going straight down and we could do the,Unknown,00:12:29.090,00:12:31.050
door.,Unknown,00:12:31.210,00:12:31.610
So you don't need.,Unknown,00:12:31.650,00:12:34.250
To do that.,Unknown,00:12:34.250,00:12:34.690
"I mean, the window, I mean.",Unknown,00:12:35.570,00:12:36.730
Same thing I'm going to be doing.,Unknown,00:12:37.130,00:12:39.890
Are you going to want me to go further down,Unknown,00:12:39.930,00:12:41.530
the window?,Unknown,00:12:41.570,00:12:42.010
Yeah.,Unknown,00:12:42.050,00:12:42.530
Okay.,Unknown,00:12:42.650,00:12:42.930
Okay.,Unknown,00:12:42.970,00:12:43.530
"Now, O and D are degree.",Unknown,00:12:43.690,00:12:46.890
Do one.,Unknown,00:12:47.370,00:12:48.850
Go.,Unknown,00:12:49.450,00:12:49.890
Yeah.,Unknown,00:12:50.210,00:12:50.370
"Oh, we did it, we did it, we did it.",Unknown,00:12:50.410,00:12:51.820
"Okay, okay, okay, bring it down a little bit.",Unknown,00:12:51.860,00:12:55.460
So if we go back onto the cross and not,Unknown,00:12:55.460,00:12:56.940
make any more extra lines.,Unknown,00:12:56.940,00:12:58.100
Okay.,Unknown,00:12:58.140,00:12:58.460
Ready?,Unknown,00:12:58.500,00:12:59.020
"No, no.",Unknown,00:12:59.140,00:12:59.500
